"","Gene","Gene_id","Disease","Disease_id","Score_gda","Association_Type"
"901","KCNA2",3737,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"902","KANSL1",284058,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"903","TSEN54",283989,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"904","METTL23",124512,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"905","PECR",55825,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"906","SNX14",57231,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"907","CALCA",796,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"910","PAX6",5080,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"912","LARP7",51574,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"913","LETM1",3954,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"914","DISC1",27185,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"915","TMCO1",54499,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"916","DYNC1H1",1778,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"917","SC5D",6309,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"918","KDM5C",8242,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"919","CIC",23152,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"920","TMEM135",65084,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"921","TTI2",80185,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"922","GRIN2B",2904,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"925","SLC31A1",1317,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"926","LAMA1",284217,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"927","PMM2",5373,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"928","TSEN34",79042,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"929","SLC2A1",6513,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"931","FRY",10129,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"932","VIP",7432,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"933","CCBE1",147372,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"934","TH",7054,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"935","FAM126A",84668,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"936","WDR62",284403,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"937","NF1",4763,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"939","RGS7",6000,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"940","CAPN10",11132,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"941","GON4L",54856,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"942","CHD8",57680,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"943","CHL1",10752,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"944","TAF2",6873,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"945","EEF1B2",1933,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"946","ASCL1",429,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"947","VRK1",7443,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"948","SHANK2",22941,"Profound Mental Retardation","C0020796",0.31,"Biomarker"
"949","C12orf57",113246,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"950","UBR7",55148,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"951","ENTPD1",953,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"952","INPP4A",3631,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"953","HEXA",3073,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"954","DNMT3A",1788,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"956","SRGAP3",9901,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"957","DOCK8",81704,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"958","APC",324,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"959","ZBTB40",9923,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"960","STRA6",64220,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"961","SLC4A10",57282,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"962","RABL6",55684,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"963","PTCHD1",139411,"Profound Mental Retardation","C0020796",0.3,"Biomarker"
"964","SHANK3",85358,"Profound Mental Retardation","C0020796",0.32,"Biomarker"
"965","TRPV4",59341,"Irritable Mood","C0022107",0.3,"Biomarker"
"966","PRND",23627,"Irritable Mood","C0022107",0.3,"Biomarker"
"967","IL1B",3553,"Lethargy","C0023380",0.31,"Biomarker"
"968","ATG7",10533,"Lethargy","C0023380",0.3,"Biomarker"
"969","ATG5",9474,"Lethargy","C0023380",0.3,"Biomarker"
"970","ABAT",18,"Lethargy","C0023380",0.4,"Biomarker"
"971","BCL2",596,"Memory Disorders","C0025261",0.3,"Biomarker"
"972","HRH3",11255,"Memory Disorders","C0025261",0.3,"Biomarker"
"973","IGF2",3481,"Memory Disorders","C0025261",0.5,"Therapeutic"
"974","MIF",4282,"Memory Disorders","C0025261",0.3,"Biomarker"
"975","APP",351,"Memory Disorders","C0025261",0.32,"Biomarker"
"976","ACHE",43,"Memory Disorders","C0025261",0.31,"Biomarker"
"977","MDK",4192,"Memory Disorders","C0025261",0.3,"Biomarker"
"978","LNPEP",4012,"Memory Disorders","C0025261",0.3,"Biomarker"
"979","GIT1",28964,"Memory Disorders","C0025261",0.3,"Biomarker"
"980","MAPT",4137,"Memory Disorders","C0025261",0.5,"Biomarker"
"982","KL",9365,"Memory Disorders","C0025261",0.3,"Biomarker"
"986","HTR1A",3350,"Memory Disorders","C0025261",0.3,"Biomarker"
"988","PRKN",5071,"Memory Disorders","C0025261",0.3,"Biomarker"
"989","CALY",50632,"Memory Disorders","C0025261",0.3,"Biomarker"
"990","AKAP5",9495,"Memory Disorders","C0025261",0.3,"Biomarker"
"992","SLC6A4",6532,"Memory Disorders","C0025261",0.3,"Biomarker"
"993","AVP",551,"Memory Disorders","C0025261",0.3,"Therapeutic"
"994","SIGMAR1",10280,"Memory Disorders","C0025261",0.3,"Therapeutic"
"995","DRD2",1813,"Memory Disorders","C0025261",0.3,"Biomarker"
"996","NPY",4852,"Memory Disorders","C0025261",0.3,"Biomarker"
"997","SLC17A7",57030,"Memory Disorders","C0025261",0.3,"Biomarker"
"998","PSEN1",5663,"Memory Disorders","C0025261",0.3,"Biomarker"
"1002","CHRM1",1128,"Memory Disorders","C0025261",0.3,"Biomarker"
"1003","HLA-DPB1",3115,"Memory Disorders","C0025261",0.3,"Biomarker"
"1004","INS",3630,"Memory Disorders","C0025261",0.3,"Therapeutic"
"1006","HTR7",3363,"Memory Disorders","C0025261",0.3,"Biomarker"
"1007","CHRNA7",1139,"Memory Disorders","C0025261",0.3,"Therapeutic"
"1008","HTR6",3362,"Memory Disorders","C0025261",0.3,"Biomarker"
"1009","SYP",6855,"Memory Disorders","C0025261",0.3,"Biomarker"
"1015","REL",5966,"Memory Disorders","C0025261",0.3,"Biomarker"
"1016","SLC17A6",57084,"Memory Disorders","C0025261",0.3,"Biomarker"
"1017","GABRA5",2558,"Memory Disorders","C0025261",0.3,"Biomarker"
"1019","SLC6A3",6531,"Memory Disorders","C0025261",0.3,"Biomarker"
"1020","NQO2",4835,"Memory Disorders","C0025261",0.3,"Biomarker"
"1021","MAGI2",9863,"Memory Disorders","C0025261",0.3,"Biomarker"
"1022","IL1B",3553,"Memory Disorders","C0025261",0.3,"Biomarker"
"1023","PNOC",5368,"Memory Disorders","C0025261",0.3,"Biomarker"
"1025","GRPR",2925,"Memory Disorders","C0025261",0.3,"Biomarker"
"1026","SPHK2",56848,"Memory Disorders","C0025261",0.3,"Biomarker"
"1029","VEGFA",7422,"Memory Disorders","C0025261",0.3,"Therapeutic"
"1031","CHD1",1105,"Memory Disorders","C0025261",0.3,"Biomarker"
"1034","COMT",1312,"Memory Disorders","C0025261",0.3,"Biomarker"
"1035","STAT3",6774,"Memory Disorders","C0025261",0.3,"Therapeutic"
"1036","ADRA2B",151,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1037","UROC1",131669,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1038","ASCL1",429,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1039","KIF7",374654,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1040","SCN8A",6334,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1041","PARP1",142,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1042","PTCHD1",139411,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1043","DYNC1H1",1778,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1044","ALDH5A1",7915,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1045","TSEN34",79042,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1046","CIC",23152,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1047","YY1",7528,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1048","TBCD",6904,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1049","MAN1B1",11253,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1050","SYNGAP1",8831,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1051","APC",324,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1052","SIN3A",25942,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1053","L2HGDH",79944,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1054","INPP4A",3631,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1055","HEXA",3073,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1056","FRY",10129,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1057","DNMT3A",1788,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1058","ACBD6",84320,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1059","ARL14EP",120534,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1060","SCAPER",49855,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1061","EEF1B2",1933,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1062","TMEM135",65084,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1063","NAGLU",4669,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1064","LINS1",55180,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1065","ELP2",55250,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1066","LETM1",3954,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1067","H3-4",8290,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1068","GRIN2B",2904,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1069","PTEN",5728,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1070","BBS7",55212,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1071","ZMYM2",7750,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1072","PRRT2",112476,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1074","PRKRA",8575,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1075","MED13L",23389,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1076","H4C2",8366,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1078","SC5D",6309,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1079","COL18A1",80781,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1080","STRA6",64220,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1081","LAMA1",284217,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1082","PMM2",5373,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1083","FOLR1",2348,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1084","CNKSR1",10256,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1085","STAG1",10274,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1086","SCN1A",6323,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1087","H4C3",8364,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1088","MEF2C",4208,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1089","DEAF1",10522,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1090","CA8",767,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1091","RAB39B",116442,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1092","KDM5A",5927,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1093","TMCO1",54499,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1094","KDM5C",8242,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1095","TRMT1",55621,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1096","FAM126A",84668,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1097","ADK",132,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1098","NRXN1",9378,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1099","SLC2A1",6513,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1100","METTL23",124512,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1101","KANSL1",284058,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1102","FMR1",2332,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1103","ERLIN2",11160,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1104","LARP7",51574,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1105","DOCK8",81704,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1106","CNDP1",84735,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1107","GAMT",2593,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1108","MECP2",4204,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1109","POLR3B",55703,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1110","MCC",4163,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1111","COQ5",84274,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1112","AHI1",54806,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1113","ENTPD1",953,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1114","SETBP1",26040,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1115","BDNF",627,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1116","NSD1",64324,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1117","SLC4A10",57282,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1118","CCNA2",890,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1119","TSEN54",283989,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1120","PAX6",5080,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1122","INPP5E",56623,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1123","GNAS",2778,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1124","CHL1",10752,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1126","RGS7",6000,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1127","CACNA1G",8913,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1128","ZCCHC8",55596,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1129","SHANK3",85358,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1130","SRGAP3",9901,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1131","WDR45B",56270,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1132","AP4M1",9179,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1133","HDAC4",9759,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1134","PRKCG",5582,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1135","FOXG1",2290,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1136","CCBE1",147372,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1137","KCNA2",3737,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1139","TH",7054,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1140","SLC31A1",1317,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1143","FASN",2194,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1144","SURF1",6834,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1146","PDHX",8050,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1147","WDR62",284403,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1148","PHIP",55023,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1149","SRD5A3",79644,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1150","DISC1",27185,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1152","FGFR2",2263,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1153","CASP2",835,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1155","VRK1",7443,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1156","KDM6B",23135,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1157","NF1",4763,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1158","UBR7",55148,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1159","CAPN10",11132,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1160","PECR",55825,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1161","ZNF526",116115,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1162","GON4L",54856,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1163","TTI2",80185,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1164","ASCC3",10973,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1165","MFSD2A",84879,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1166","TAF2",6873,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1167","RAI1",10743,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1168","PEX6",5190,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1169","CALCA",796,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1170","AP4E1",23431,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1171","TSEN2",80746,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1172","RALGDS",5900,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1173","ZBTB40",9923,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1174","RABL6",55684,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1176","SHANK2",22941,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1177","C12orf57",113246,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1178","NDST1",3340,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1179","VIP",7432,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1180","KIFBP",26128,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1181","NAA15",80155,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1182","NTF4",4909,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1183","SNX14",57231,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1184","DCC",1630,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1185","CHD8",57680,"Mental Retardation, Psychosocial","C0025363",0.3,"Biomarker"
"1186","HOMER1",9456,"Hallucinations, Organic","C0029226",0.3,"Biomarker"
"1187","DRD3",1814,"Gambling, Pathological","C0030662",0.31,"Biomarker"
"1188","FOLR1",2348,"Psychomotor Disorders","C0033922",0.3,"Biomarker"
"1189","ABAT",18,"Psychomotor Disorders","C0033922",0.3,"Biomarker"
"1190","RPS6KA3",6197,"Psychomotor Disorders","C0033922",0.3,"Biomarker"
"1191","MECP2",4204,"Psychomotor Disorders","C0033922",0.3,"Biomarker"
"1192","ERCC6",2074,"Psychomotor Disorders","C0033922",0.3,"Biomarker"
"1193","VDAC1",7416,"Psychomotor Disorders","C0033922",0.3,"Biomarker"
"1194","CRH",1392,"Psychomotor Disorders","C0033922",0.3,"Therapeutic"
"1195","VAMP2",6844,"Stereotyped Behavior","C0038271",0.3,"Biomarker"
"1196","DDC",1644,"Mood swings","C0085633",0.41,"Biomarker"
